Timestamp,Coin,Price,User
2025-06-30 18:47:09,Bitcoin,8936585.1,"(None, None)"
2025-06-30 18:47:26,Bitcoin,8935823.99,"(None, None)"
2025-06-30 18:47:43,Bitcoin,8935823.99,"(None, None)"
2025-06-30 18:47:52,Bitcoin,8935823.99,"(None, None)"
2025-06-30 18:47:55,Bitcoin,8935823.99,"(None, None)"
2025-06-30 19:55:10,Bitcoin,8908272.97,Nikhil
2025-06-30 19:55:19,Bitcoin,8908272.97,Nikhil
2025-06-30 19:56:01,Bitcoin,8900238.57,Nikhil
